competitionId,date,status,homeTeamId,awayTeamId,goalsHomeTeam,goalsAwayTeam
373,1982-07-07T22:00:00Z,FINISHED,759,773,3,3
373,1982-07-07T22:00:00Z,FINISHED,794,784,0,2
373,1982-07-09T22:00:00Z,FINISHED,794,773,3,2
373,1982-07-10T22:00:00Z,FINISHED,784,821,3,1
372,1986-05-30T22:00:00Z,FINISHED,817,784,1,1
372,1986-05-31T22:00:00Z,FINISHED,760,764,0,1
372,1986-05-31T22:00:00Z,FINISHED,828,773,0,1
372,1986-06-01T22:00:00Z,FINISHED,823,827,6,0
372,1986-06-01T22:00:00Z,FINISHED,762,772,3,1
372,1986-06-01T22:00:00Z,FINISHED,815,794,0,0
372,1986-06-02T22:00:00Z,FINISHED,778,829,1,1
372,1986-06-02T22:00:00Z,FINISHED,765,770,1,0
372,1986-06-02T22:00:00Z,FINISHED,805,769,1,2
372,1986-06-03T22:00:00Z,FINISHED,758,821,1,1
372,1986-06-03T22:00:00Z,FINISHED,814,782,0,1
372,1986-06-03T22:00:00Z,FINISHED,761,826,1,0
372,1986-06-04T22:00:00Z,FINISHED,773,823,1,1
372,1986-06-04T22:00:00Z,FINISHED,784,762,1,1
372,1986-06-04T22:00:00Z,FINISHED,772,817,1,1
372,1986-06-05T22:00:00Z,FINISHED,764,778,1,0
372,1986-06-05T22:00:00Z,FINISHED,770,815,0,0
372,1986-06-05T22:00:00Z,FINISHED,827,828,2,0
372,1986-06-06T22:00:00Z,FINISHED,829,760,1,2
372,1986-06-06T22:00:00Z,FINISHED,769,761,1,1
372,1986-06-06T22:00:00Z,FINISHED,794,765,1,0
372,1986-06-07T22:00:00Z,FINISHED,782,758,6,1
372,1986-06-07T22:00:00Z,FINISHED,821,814,2,1
372,1986-06-07T22:00:00Z,FINISHED,826,805,1,2
372,1986-06-08T22:00:00Z,FINISHED,823,828,2,0
372,1986-06-08T22:00:00Z,FINISHED,827,773,0,3
372,1986-06-09T22:00:00Z,FINISHED,772,784,2,3
372,1986-06-09T22:00:00Z,FINISHED,762,817,2,0
372,1986-06-10T22:00:00Z,FINISHED,765,815,1,3
372,1986-06-10T22:00:00Z,FINISHED,770,794,3,0
372,1986-06-10T22:00:00Z,FINISHED,761,805,2,2
372,1986-06-10T22:00:00Z,FINISHED,826,769,0,1
372,1986-06-11T22:00:00Z,FINISHED,778,760,0,3
372,1986-06-11T22:00:00Z,FINISHED,829,764,0,3
372,1986-06-12T22:00:00Z,FINISHED,814,758,0,0
372,1986-06-12T22:00:00Z,FINISHED,782,821,2,0
372,1986-06-14T22:00:00Z,FINISHED,823,805,2,2
372,1986-06-14T22:00:00Z,FINISHED,769,817,2,0
372,1986-06-15T22:00:00Z,FINISHED,762,758,1,0
372,1986-06-15T22:00:00Z,FINISHED,764,794,4,0
372,1986-06-16T22:00:00Z,FINISHED,815,821,0,1
372,1986-06-16T22:00:00Z,FINISHED,784,773,0,2
372,1986-06-17T22:00:00Z,FINISHED,770,761,3,0
372,1986-06-17T22:00:00Z,FINISHED,782,760,1,5
372,1986-06-20T22:00:00Z,FINISHED,759,769,0,0
372,1986-06-20T22:00:00Z,FINISHED,764,773,1,1
372,1986-06-21T22:00:00Z,FINISHED,760,805,1,1
372,1986-06-21T22:00:00Z,FINISHED,762,770,2,1
372,1986-06-24T22:00:00Z,FINISHED,773,821,0,2
372,1986-06-24T22:00:00Z,FINISHED,762,805,2,0
372,1986-06-27T22:00:00Z,FINISHED,773,805,2,2
372,1986-06-28T22:00:00Z,FINISHED,762,821,3,2
371,1990-06-07T22:00:00Z,FINISHED,762,781,0,1
371,1990-06-08T22:00:00Z,FINISHED,824,818,0,2
371,1990-06-08T22:00:00Z,FINISHED,784,816,1,0
371,1990-06-08T22:00:00Z,FINISHED,823,811,0,2
371,1990-06-09T22:00:00Z,FINISHED,821,812,4,1
371,1990-06-09T22:00:00Z,FINISHED,764,792,2,1
371,1990-06-09T22:00:00Z,FINISHED,771,822,1,5
371,1990-06-10T22:00:00Z,FINISHED,793,814,1,0
